Country Name,Country Code,Series Name,Series Code,Version Name,Version Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Nicaragua,NIC,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other low-income,LIO,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other small states,OSS,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palau,PLW,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,PER,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-demographic dividend,PRE,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reunion,REU,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,RUS,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia and Montenegro,YUG,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Severely Indebted,ISD,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),TSA,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia (IFC classification),CSA,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSA,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (all income levels),SSF,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUB-SAHARAN AFRICA (excl. Nigeria),SXN,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD),TSS,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (IFC classification),CAA,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,SWZ,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taiwan, China",TWN,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,UMC,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,VUT,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,VEN,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands,VIR,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,YEM,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, PDR",YMD,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,ZMB,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,ZWE,"Population aged 15-64, total",SP.POP.1564.IN,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: WDI Database Archives (beta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 02/22/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
